时间戳,x,y,状态
1772471228.565,-5.20,-0.50,不变
1772471228.691,-5.50,-1.40,不变
1772471228.814,-5.80,-1.70,不变
1772471228.938,-5.60,-1.60,不变
1772471228.938,-5.70,-1.10,不变
1772471229.061,-5.80,-0.60,不变
1772471229.184,-5.90,-0.80,不变
1772471229.307,-6.00,-0.90,不变
1772471229.431,-5.70,-0.90,不变
1772471229.556,-5.90,-0.90,不变
1772471229.556,-6.00,-0.70,不变
1772471229.679,-6.20,-0.40,不变
1772471229.801,-6.50,-0.20,不变
1772471229.925,-6.70,-0.20,不变
1772471230.049,-6.70,-0.10,不变
1772471230.049,-6.70,0.00,不变
1772471230.176,-6.90,0.10,不变
1772471230.300,-7.10,0.20,不变
1772471230.425,-7.40,0.20,不变
1772471230.549,-7.50,0.40,不变
1772471230.673,-7.70,0.70,不变
1772471230.673,-7.60,0.50,不变
1772471230.797,-7.90,0.50,不变
1772471230.922,-8.40,0.70,不变
1772471231.046,-8.80,0.30,不变
1772471231.170,-8.90,0.00,不变
1772471231.170,-8.00,0.70,不变
1772471231.294,-6.50,0.70,不变
1772471231.418,-6.10,1.20,不变
1772471231.543,-6.30,2.10,不变
1772471231.667,-5.80,2.30,不变
1772471231.792,-5.10,1.80,不变
1772471231.916,-3.90,1.60,不变
1772471231.916,-3.60,1.90,不变
1772471232.041,-4.40,2.70,不变
1772471232.163,-6.70,2.60,不变
1772471232.288,-9.20,0.80,不变
1772471232.288,-5.20,-2.30,不变
1772471232.411,7.10,-5.90,不变
1772471232.534,18.20,-7.40,不变
1772471232.657,29.10,-7.10,不变
1772471232.779,32.30,-5.80,不变
1772471232.779,33.00,-5.50,不变
1772471232.904,33.30,-6.20,不变
1772471233.028,33.20,-5.50,不变
1772471233.152,32.70,-4.60,不变
1772471233.279,32.80,-3.30,不变
1772471233.401,33.20,-3.00,不变
1772471233.401,32.40,-2.00,不变
1772471233.526,29.00,-1.80,不变
1772471233.649,22.90,-2.50,不变
1772471233.773,12.80,-1.20,不变
1772471233.896,3.20,-0.70,不变
1772471233.896,-1.30,-0.70,不变
1772471234.020,-3.70,-1.20,不变
1772471234.143,-4.90,-0.70,不变
1772471234.267,-5.20,-0.40,不变
1772471234.391,-5.00,-0.20,不变
1772471234.516,-4.70,-0.30,不变
1772471234.516,-4.90,-0.40,不变
1772471234.639,-5.50,-0.60,不变
1772471234.762,-5.70,-0.90,不变
1772471234.884,-4.80,-1.20,不变
1772471235.008,-3.80,-1.80,不变
1772471235.131,-2.30,-3.50,不变
1772471235.131,0.30,-4.80,不变
1772471235.256,5.80,-5.70,不变
1772471235.383,8.60,-5.60,不变
1772471235.507,9.50,-5.90,不变
1772471235.631,10.20,-5.70,不变
1772471235.754,10.20,-6.00,不变
1772471235.754,9.80,-5.60,不变
1772471235.877,9.00,-5.50,不变
1772471236.000,8.20,-5.20,不变
1772471236.123,7.80,-5.70,不变
1772471236.123,8.30,-5.70,不变
1772471236.369,9.00,-3.80,不变
1772471236.369,8.80,-2.40,不变
1772471236.492,8.70,-2.10,不变
1772471236.615,9.20,-2.90,不变
1772471236.738,9.80,-2.90,不变
1772471236.861,9.60,-1.70,不变
1772471236.986,8.50,-1.10,不变
1772471236.986,6.80,0.20,不变
1772471237.110,5.40,0.90,不变
1772471237.234,4.30,2.10,不变
1772471237.356,3.80,2.00,不变
1772471237.356,1.30,2.20,不变
1772471237.478,-2.00,2.60,不变
1772471237.603,-5.80,3.50,不变
1772471237.727,-8.60,3.90,不变
1772471237.851,-8.90,2.30,不变
1772471237.975,-7.60,-0.30,不变
1772471237.975,-6.80,-0.50,不变
1772471238.099,-7.10,1.20,不变
1772471238.224,-7.60,0.60,不变
1772471238.350,-6.60,-0.90,不变
1772471238.473,-4.50,-0.40,不变
1772471238.473,-1.00,0.10,不变
1772471238.597,0.00,-0.10,不变
1772471238.720,0.20,-1.20,不变
1772471238.844,0.10,0.20,不变
1772471238.968,-2.30,1.60,不变
1772471238.968,-4.40,3.60,不变
1772471239.093,-5.00,4.10,不变
1772471239.216,-3.70,3.90,不变
1772471239.340,0.00,2.90,不变
1772471239.463,4.10,0.90,不变
1772471239.586,8.80,-0.10,不变
1772471239.586,12.30,-0.20,不变
1772471239.710,14.60,-0.60,不变
1772471239.834,14.80,0.20,不变
1772471239.958,14.40,0.60,不变
1772471240.082,13.60,0.50,不变
1772471240.082,13.50,0.00,不变
1772471240.207,13.20,-0.50,不变
1772471240.331,12.80,-0.50,不变
1772471240.456,12.50,-0.40,不变
1772471240.578,12.80,-0.70,不变
1772471240.704,13.10,-2.00,不变
1772471240.704,12.40,-1.90,不变
1772471240.828,8.30,-1.10,不变
1772471240.951,3.70,0.00,不变
1772471241.076,-0.80,1.80,不变
1772471241.199,-5.20,2.60,不变
1772471241.199,-9.90,3.20,不变
1772471241.323,-13.30,2.60,不变
1772471241.447,-15.10,2.20,不变
1772471241.570,-16.00,1.50,不变
1772471241.693,-16.70,1.20,不变
1772471241.817,-16.60,1.70,不变
1772471241.817,-17.20,2.10,不变
1772471241.941,-17.80,1.40,不变
1772471242.067,-18.20,1.20,不变
1772471242.189,-18.00,1.90,不变
1772471242.313,-17.60,1.40,不变
1772471242.437,-17.70,0.30,不变
1772471242.437,-18.50,0.60,不变
1772471242.561,-18.80,1.10,不变
1772471242.685,-19.60,0.40,不变
1772471242.809,-19.90,-0.30,不变
1772471242.934,-21.30,-1.50,不变
1772471242.934,-22.40,-0.80,不变
1772471243.058,-23.20,-2.20,不变
1772471243.182,-24.20,-2.90,不变
1772471243.305,-24.50,-2.30,不变
1772471243.429,-23.90,-1.70,不变
1772471243.553,-23.80,-2.40,不变
1772471243.553,-21.80,-2.50,不变
1772471243.675,-16.10,-2.10,不变
1772471243.798,-11.10,-2.20,不变
1772471243.922,-7.40,-3.30,不变
1772471244.045,-5.70,-3.30,不变
1772471244.045,-3.50,-3.00,不变
1772471244.169,-2.50,-2.80,不变
1772471244.293,-2.10,-2.80,不变
1772471244.416,-1.70,-2.80,不变
1772471244.541,-0.90,-4.30,不变
1772471244.541,0.90,-5.00,不变
1772471244.664,3.80,-5.00,不变
1772471244.789,5.90,-4.20,不变
1772471244.914,7.10,-3.60,不变
1772471245.038,7.40,-3.40,不变
1772471245.164,7.40,-3.20,不变
1772471245.164,7.20,-2.80,不变
1772471245.287,7.40,-0.50,不变
1772471245.412,6.20,2.00,不变
1772471245.537,4.20,6.70,不变
1772471245.661,2.60,10.80,不变
1772471245.661,1.10,17.80,不变
1772471245.786,-1.00,22.50,不变
1772471245.909,-3.00,24.90,不变
1772471246.033,-4.20,25.10,不变
1772471246.156,-4.90,23.80,不变
1772471246.279,-5.00,22.40,不变
1772471246.279,-5.10,21.30,不变
1772471246.402,-5.20,21.40,不变
1772471246.524,-5.50,21.50,不变
1772471246.649,-5.60,18.30,不变
1772471246.773,-6.30,13.40,不变
1772471246.897,-5.00,7.50,不变
1772471247.020,-2.90,1.70,不变
1772471247.020,-1.90,-4.60,不变
1772471247.143,-3.10,-14.00,不变
1772471247.266,-3.50,-16.90,不变
1772471247.388,-3.70,-17.90,不变
1772471247.388,-2.90,-19.60,不变
1772471247.512,-2.80,-21.10,不变
1772471247.635,-2.80,-21.30,不变
1772471247.759,-2.40,-20.60,不变
1772471247.882,-2.00,-20.90,不变
1772471248.007,-1.90,-21.40,不变
1772471248.007,-1.80,-21.10,不变
1772471248.130,-2.30,-20.60,不变
1772471248.252,-2.20,-20.60,不变
1772471248.376,-1.80,-19.20,不变
1772471248.498,-2.00,-15.80,不变
1772471248.620,-0.70,-6.70,不变
1772471248.620,-0.30,4.30,不变
1772471248.742,-1.00,10.90,不变
1772471248.866,-2.20,17.40,不变
1772471248.990,-1.90,23.90,不变
1772471249.114,-3.40,27.50,不变
1772471249.240,-5.00,28.90,不变
1772471249.240,-7.00,29.90,不变
1772471249.364,-7.70,29.70,不变
1772471249.486,-8.20,29.40,不变
1772471249.610,-9.10,28.50,不变
1772471249.733,-9.40,27.70,不变
1772471249.733,-9.20,27.70,不变
1772471249.856,-8.20,26.60,不变
1772471249.979,-7.80,23.30,不变
1772471250.102,-7.50,14.50,不变
1772471250.227,-6.30,5.50,不变
1772471250.227,-6.40,-2.70,不变
1772471250.353,-6.60,-6.10,不变
1772471250.477,-5.90,-8.90,不变
1772471250.602,-5.20,-8.70,不变
1772471250.726,-5.10,-9.80,不变
1772471250.849,-5.10,-10.10,不变
1772471250.973,-5.30,-10.40,不变
1772471250.973,-5.20,-11.40,不变
1772471251.096,-5.30,-11.30,不变
1772471251.221,-5.30,-10.90,不变
1772471251.347,-5.60,-10.70,不变
1772471251.347,-5.90,-10.70,不变
1772471251.470,-5.90,-10.50,不变
1772471251.594,-6.10,-10.50,不变
1772471251.721,-6.20,-10.30,不变
1772471251.845,-6.00,-9.20,不变
1772471251.970,-6.00,-9.00,不变
1772471251.970,-6.30,-9.00,不变
1772471252.095,-6.20,-8.50,不变
1772471252.218,-5.90,-7.50,不变
1772471252.343,-6.50,-4.50,不变
1772471252.468,-7.80,-2.00,不变
1772471252.592,-10.40,0.50,不变
1772471252.592,-13.70,1.50,不变
1772471252.717,-16.30,1.40,不变
1772471252.841,-17.40,1.60,不变
1772471252.966,-18.10,2.20,不变
1772471252.966,-18.50,1.80,不变
1772471253.092,-18.80,1.70,不变
1772471253.217,-19.10,1.70,不变
1772471253.340,-19.30,1.80,不变
1772471253.464,-19.50,1.50,不变
1772471253.587,-19.10,0.20,不变
1772471253.712,-17.80,-0.30,不变
1772471253.712,-14.30,-0.80,不变
1772471253.835,-11.10,-1.40,不变
1772471253.960,-8.60,-1.50,不变
1772471254.083,-7.10,-1.60,不变
1772471254.083,-5.20,-2.10,不变
1772471254.208,-2.60,-2.30,不变
1772471254.331,0.50,-3.10,不变
1772471254.456,1.70,-3.00,不变
1772471254.580,2.50,-3.00,不变
1772471254.580,2.10,-3.00,不变
1772471254.703,1.90,-2.70,不变
1772471254.826,1.80,-2.80,不变
1772471254.950,1.70,-2.70,不变
1772471255.075,1.90,-2.60,不变
1772471255.199,1.80,-2.70,不变
1772471255.199,1.90,-2.50,不变
1772471255.321,2.20,-2.40,不变
1772471255.444,2.40,-2.40,不变
1772471255.569,2.10,-2.20,不变
1772471255.692,2.30,-1.90,不变
1772471255.816,2.90,-1.90,不变
1772471255.816,3.20,-2.40,不变
1772471255.941,2.60,-2.60,不变
1772471256.065,3.00,-2.10,不变
1772471256.190,3.80,-2.10,不变
1772471256.314,4.80,-3.10,不变
1772471256.438,4.90,-3.70,不变
1772471256.438,2.80,-2.30,不变
1772471256.563,0.40,0.00,不变
1772471256.686,-4.30,1.80,不变
1772471256.810,-7.80,0.50,不变
1772471256.933,-9.80,0.10,不变
1772471256.933,-10.90,1.00,不变
1772471257.058,-10.90,1.30,不变
1772471257.181,-11.40,1.10,不变
1772471257.306,-11.70,1.20,不变
1772471257.432,-11.40,1.20,不变
1772471257.432,-10.60,0.90,不变
1772471257.556,-10.10,0.20,不变
1772471257.679,-9.10,-0.60,不变
1772471257.803,-7.30,-1.00,不变
1772471257.927,-4.10,-0.70,不变
1772471258.052,-0.70,-1.20,不变
1772471258.052,3.70,-2.30,不变
1772471258.177,7.70,-3.00,不变
1772471258.302,9.60,-2.80,不变
1772471258.425,10.00,-2.70,不变
1772471258.548,10.10,-2.90,不变
1772471258.548,10.20,-3.20,不变
1772471258.672,10.00,-3.30,不变
1772471258.794,9.90,-3.40,不变
1772471258.918,9.70,-3.60,不变
1772471259.043,9.60,-3.80,不变
1772471259.166,9.40,-3.60,不变
1772471259.290,9.30,-3.60,不变
1772471259.290,9.20,-3.40,不变
1772471259.414,9.20,-3.00,不变
1772471259.537,8.60,-3.40,不变
1772471259.660,6.90,-2.90,不变
1772471259.660,4.10,-1.90,不变
1772471259.785,1.10,-1.30,不变
1772471259.907,-4.30,-1.00,不变
1772471260.031,-8.40,-0.70,不变
1772471260.155,-11.80,-0.70,不变
1772471260.155,-12.90,-0.80,不变
1772471260.404,-13.10,-1.10,不变
1772471260.404,-13.10,-1.10,不变
1772471260.529,-13.20,-1.00,不变
1772471260.652,-13.30,-1.00,不变
1772471260.775,-13.70,-1.10,不变
1772471260.900,-13.70,-3.30,不变
1772471260.900,-11.80,-5.60,不变
1772471261.025,-10.10,-8.00,不变
1772471261.149,-8.30,-11.30,不变
1772471261.272,-7.70,-13.30,不变
1772471261.397,-8.10,-13.80,不变
1772471261.397,-8.40,-13.70,不变
1772471261.523,-8.10,-13.60,不变
1772471261.648,-8.00,-13.40,不变
1772471261.772,-7.80,-13.10,不变
1772471261.896,-7.90,-13.00,不变
1772471261.896,-7.60,-11.80,不变
1772471262.019,-7.60,-8.80,不变
1772471262.143,-6.60,-2.20,不变
1772471262.266,-5.60,3.30,不变
1772471262.392,-5.40,9.90,不变
1772471262.515,-5.50,14.60,不变
1772471262.515,-5.40,19.50,不变
1772471262.638,-6.00,21.50,不变
1772471262.761,-6.80,22.30,不变
1772471262.884,-7.20,22.10,不变
1772471263.008,-7.80,21.90,不变
1772471263.008,-8.10,21.30,不变
1772471263.132,-8.50,21.10,不变
1772471263.256,-8.40,21.70,不变
1772471263.379,-8.60,21.70,不变
1772471263.504,-9.30,22.70,不变
1772471263.628,-9.80,23.80,不变
1772471263.628,-10.10,23.50,不变
1772471263.752,-9.80,24.10,不变
1772471263.875,-9.70,23.10,不变
1772471263.998,-10.00,20.50,不变
1772471264.123,-10.10,17.70,不变
1772471264.123,-9.70,10.90,不变
1772471264.247,-7.50,7.30,不变
1772471264.373,-4.90,5.20,不变
1772471264.498,-3.10,4.00,不变
1772471264.621,-1.10,2.20,不变
1772471264.621,0.00,1.20,不变
1772471264.745,1.00,0.20,不变
1772471264.868,1.70,0.40,不变
1772471264.992,3.10,0.30,不变
1772471265.117,3.40,-0.10,不变
1772471265.240,3.70,0.00,不变
1772471265.240,4.30,-0.40,不变
1772471265.489,5.90,-3.00,不变
1772471265.489,7.30,-3.60,不变
1772471265.612,7.90,-3.40,不变
1772471265.736,7.70,-3.30,不变
1772471265.736,7.60,-3.30,不变
1772471265.860,8.20,-3.40,不变
1772471265.984,8.90,-4.50,不变
1772471266.106,8.50,-5.40,不变
1772471266.232,7.90,-4.70,不变
1772471266.356,6.80,-3.30,不变
1772471266.356,5.90,-3.20,不变
1772471266.480,5.30,-3.40,不变
1772471266.604,5.60,-3.70,不变
1772471266.729,5.50,-5.00,不变
1772471266.854,6.10,-3.90,不变
1772471266.978,6.70,-2.20,不变
1772471266.978,7.50,-2.60,不变
1772471267.101,8.60,-2.90,不变
1772471267.227,8.90,-2.50,不变
1772471267.351,8.90,-2.20,不变
1772471267.474,8.90,-1.80,不变
1772471267.474,8.30,-1.10,不变
1772471267.599,8.30,-0.70,不变
1772471267.723,7.30,-0.60,不变
1772471267.848,5.00,0.40,不变
1772471267.972,4.00,0.70,不变
1772471268.095,-0.80,0.90,不变
1772471268.095,-6.70,0.20,不变
1772471268.218,-8.80,0.50,不变
1772471268.343,-9.10,0.50,不变
1772471268.467,-10.00,0.00,不变
1772471268.591,-10.10,1.30,不变
1772471268.591,-9.50,2.10,不变
1772471268.713,-9.30,0.70,不变
1772471268.839,-9.60,0.40,不变
1772471268.962,-9.60,1.90,不变
1772471269.087,-10.00,3.30,不变
1772471269.087,-10.30,4.00,不变
1772471269.211,-10.20,4.70,不变
1772471269.336,-9.50,6.30,不变
1772471269.458,-9.10,8.40,不变
1772471269.580,-8.70,10.20,不变
1772471269.705,-6.80,13.00,不变
1772471269.705,-5.20,15.20,不变
1772471269.829,-4.40,14.60,不变
1772471269.952,-4.40,13.80,不变
1772471270.078,-4.20,13.50,不变
1772471270.203,-3.90,14.00,不变
1772471270.203,-4.20,13.00,不变
1772471270.326,-5.00,10.50,不变
1772471270.572,-5.30,7.00,不变
1772471270.696,-3.20,2.90,不变
1772471270.696,0.20,-1.60,不变
1772471270.819,3.90,-4.20,不变
1772471270.940,8.70,-6.80,不变
1772471270.940,12.30,-8.80,不变
1772471271.063,14.20,-9.80,不变
1772471271.185,14.80,-9.90,不变
1772471271.309,15.10,-9.90,不变
1772471271.433,15.20,-9.80,不变
1772471271.433,15.40,-9.90,不变
1772471271.556,15.60,-10.20,不变
1772471271.680,15.50,-10.30,不变
1772471271.804,14.90,-10.20,不变
1772471271.929,14.90,-10.50,不变
1772471272.053,15.80,-11.30,不变
1772471272.053,16.70,-12.20,不变
1772471272.179,17.90,-13.00,不变
1772471272.302,18.80,-13.30,不变
1772471272.426,19.30,-13.40,不变
1772471272.549,19.00,-13.00,不变
1772471272.549,19.20,-12.50,不变
1772471272.675,19.60,-12.60,不变
1772471272.799,20.10,-13.10,不变
1772471272.923,19.80,-12.70,不变
1772471273.046,19.70,-12.80,不变
1772471273.046,20.30,-13.10,不变
1772471273.170,20.70,-13.40,不变
1772471273.295,20.70,-13.30,不变
1772471273.419,20.00,-13.30,不变
1772471273.543,20.10,-13.40,不变
1772471273.667,19.90,-13.20,不变
1772471273.667,19.90,-12.90,不变
1772471273.790,20.10,-13.10,不变
1772471273.913,20.10,-13.30,不变
1772471274.037,19.70,-13.60,不变
1772471274.160,20.10,-14.00,不变
1772471274.160,21.00,-14.40,不变
1772471274.284,21.10,-14.50,不变
1772471274.408,21.10,-14.40,不变
1772471274.531,21.50,-14.10,不变
1772471274.657,21.90,-14.80,不变
1772471274.780,22.00,-14.70,不变
1772471274.780,21.90,-14.20,不变
1772471274.905,22.10,-14.20,不变
1772471275.029,22.10,-14.20,不变
1772471275.154,21.90,-14.00,不变
1772471275.277,22.30,-14.00,不变
1772471275.401,22.00,-13.90,不变
1772471275.525,21.90,-13.20,不变
1772471275.525,22.40,-13.60,不变
1772471275.648,23.30,-13.90,不变
1772471275.773,23.30,-14.40,不变
1772471275.897,22.90,-14.20,不变
1772471275.897,23.40,-13.80,不变
1772471276.021,23.60,-14.10,不变
1772471276.144,23.60,-14.80,不变
1772471276.271,23.60,-14.60,不变
1772471276.394,23.50,-14.30,不变
1772471276.518,23.00,-14.30,不变
1772471276.640,23.20,-14.20,不变
1772471276.640,23.40,-14.50,不变
1772471276.763,23.70,-14.30,不变
1772471276.887,23.50,-14.10,不变
1772471277.011,23.90,-13.90,不变
1772471277.011,23.90,-14.10,不变
1772471277.136,24.20,-14.40,不变
1772471277.260,25.60,-14.50,不变
1772471277.384,25.10,-12.60,不变
1772471277.507,20.80,-11.10,不变
1772471277.632,15.30,-8.80,不变
1772471277.632,9.20,-7.10,不变
1772471277.756,3.10,-6.20,不变
1772471277.879,-1.00,-5.50,不变
1772471278.002,-5.80,-3.60,不变
1772471278.125,-10.30,-3.90,不变
1772471278.125,-13.10,-3.20,不变
1772471278.248,-14.50,-2.70,不变
1772471278.371,-16.20,-2.00,不变
1772471278.495,-17.40,-1.90,不变
1772471278.619,-17.90,-1.70,不变
1772471278.741,-18.00,-1.90,不变
1772471278.741,-18.40,-2.30,不变
1772471278.865,-18.70,-2.60,不变
1772471278.989,-19.00,-3.00,不变
1772471279.112,-19.30,-3.00,不变
1772471279.236,-19.80,-3.00,不变
1772471279.236,-20.10,-3.50,不变
1772471279.360,-20.00,-3.90,不变
1772471279.484,-19.50,-4.30,不变
1772471279.606,-20.10,-4.30,不变
1772471279.730,-20.00,-4.10,不变
1772471279.851,-20.60,-3.70,不变
1772471279.851,-21.20,-4.40,不变
1772471279.975,-21.00,-4.90,不变
1772471280.097,-21.60,-4.70,不变
1772471280.220,-22.00,-4.80,不变
1772471280.346,-21.90,-5.10,不变
1772471280.346,-22.00,-5.30,不变
1772471280.469,-22.70,-4.90,不变
1772471280.593,-21.60,-4.70,不变
1772471280.716,-20.30,-5.70,不变
1772471280.839,-20.30,-6.70,不变
1772471280.965,-20.80,-6.70,不变
1772471280.965,-20.90,-6.70,不变
1772471281.089,-20.50,-6.70,不变
1772471281.212,-20.60,-6.00,不变
1772471281.335,-20.50,-6.20,不变
1772471281.459,-21.30,-6.70,不变
1772471281.459,-21.30,-6.30,不变
1772471281.581,-20.00,-6.60,不变
1772471281.704,-19.20,-7.20,不变
1772471281.827,-18.80,-7.30,不变
1772471281.950,-18.40,-7.40,不变
1772471282.074,-18.10,-8.10,不变
1772471282.074,-18.00,-8.40,不变
1772471282.198,-18.80,-7.70,不变
1772471282.321,-19.80,-7.40,不变
1772471282.444,-20.50,-8.00,不变
1772471282.567,-21.10,-7.50,不变
1772471282.690,-21.90,-6.50,不变
1772471282.690,-23.00,-6.50,不变
1772471282.816,-24.30,-7.00,不变
1772471282.938,-25.10,-7.30,不变
1772471283.060,-25.50,-6.70,不变
1772471283.182,-26.30,-7.20,不变
1772471283.182,-26.50,-8.00,不变
1772471283.306,-26.20,-8.40,不变
1772471283.428,-26.40,-7.70,不变
1772471283.551,-25.20,-2.20,不变
1772471283.675,-23.50,-1.40,不变
1772471283.675,-21.80,-1.30,不变
1772471283.799,-20.40,-1.90,不变
1772471283.922,-19.20,-0.80,不变
1772471284.046,-19.20,0.00,不变
1772471284.171,-18.40,1.20,不变
1772471284.293,-16.10,3.70,不变
1772471284.417,-13.90,4.60,不变
1772471284.417,-12.70,5.60,不变
1772471284.542,-11.80,6.50,不变
1772471284.666,-10.40,6.90,不变
1772471284.790,-10.60,7.40,不变
1772471284.914,-12.00,10.20,不变
1772471284.914,-11.80,11.60,不变
1772471285.036,-11.60,11.10,不变
1772471285.162,-11.70,10.80,不变
1772471285.286,-11.80,11.10,不变
1772471285.409,-12.00,11.10,不变
1772471285.535,-11.90,10.80,不变
1772471285.535,-11.10,11.30,不变
1772471285.657,-10.80,11.90,不变
1772471285.782,-10.50,11.70,不变
1772471285.906,-10.90,11.20,不变
1772471286.031,-10.90,11.70,不变
1772471286.156,-10.90,12.20,不变
1772471286.156,-10.80,12.50,不变
1772471286.278,-10.90,12.10,不变
1772471286.404,-10.90,12.00,不变
1772471286.529,-11.20,12.80,不变
1772471286.529,-11.40,13.60,不变
1772471286.655,-11.80,13.50,不变
1772471286.779,-11.90,13.60,不变
1772471286.903,-11.70,9.10,不变
1772471287.029,-11.70,7.10,不变
1772471287.155,-11.60,7.60,不变
1772471287.155,-12.30,8.40,不变
1772471287.278,-13.70,10.70,不变
1772471287.401,-15.00,13.90,不变
1772471287.525,-16.50,16.10,不变
1772471287.650,-18.20,15.90,不变
1772471287.650,-19.00,16.00,不变
1772471287.773,-19.30,15.70,不变
1772471287.899,-19.30,15.60,不变
1772471288.021,-19.30,16.00,不变
1772471288.145,-19.20,16.10,不变
1772471288.145,-19.40,15.50,不变
1772471288.272,-19.70,15.60,不变
1772471288.396,-19.70,16.90,不变
1772471288.520,-19.80,17.90,不变
1772471288.644,-20.00,19.70,不变
1772471288.769,-19.90,20.60,不变
1772471288.893,-20.00,20.30,不变
1772471288.893,-20.50,20.00,不变
1772471289.018,-20.70,20.40,不变
1772471289.139,-20.70,20.20,不变
1772471289.262,-20.80,19.90,不变
1772471289.262,-20.60,19.90,不变
1772471289.383,-20.60,20.00,不变
1772471289.507,-20.80,19.90,不变
1772471289.630,-20.90,20.00,不变
1772471289.754,-20.80,20.10,不变
1772471289.878,-20.70,20.10,不变
1772471289.878,-20.60,20.00,不变
1772471290.002,-20.40,19.70,不变
1772471290.127,-20.40,19.40,不变
1772471290.251,-20.50,18.60,不变
1772471290.374,-20.60,16.40,不变
1772471290.497,-20.10,14.10,不变
1772471290.497,-19.30,9.70,不变
1772471290.622,-18.10,5.10,不变
1772471290.743,-17.90,0.90,不变
1772471290.866,-17.60,-1.10,不变
1772471290.988,-17.60,-4.40,不变
1772471290.988,-17.70,-5.70,不变
1772471291.111,-17.80,-6.20,不变
1772471291.237,-18.00,-6.90,不变
1772471291.359,-18.00,-7.30,不变
1772471291.482,-18.00,-7.70,不变
1772471291.603,-18.20,-7.90,不变
1772471291.727,-18.10,-8.10,不变
1772471291.727,-17.80,-9.20,不变
1772471291.851,-17.90,-9.80,不变
1772471291.975,-18.20,-10.20,不变
1772471292.098,-18.20,-9.90,不变
1772471292.222,-18.00,-10.10,不变
1772471292.222,-18.30,-10.60,不变
1772471292.345,-18.50,-10.40,不变
1772471292.471,-18.50,-10.20,不变
1772471292.595,-18.70,-10.10,不变
1772471292.719,-18.70,-9.80,不变
1772471292.719,-18.70,-9.60,不变
1772471292.844,-18.50,-9.80,不变
1772471292.968,-18.40,-9.80,不变
1772471293.093,-18.70,-9.90,不变
1772471293.216,-18.70,-10.40,不变
1772471293.216,-18.60,-10.60,不变
1772471293.341,-18.30,-10.80,不变
1772471293.464,-18.30,-10.90,不变
1772471293.589,-18.30,-10.90,不变
1772471293.713,-18.40,-11.00,不变
1772471293.837,-18.50,-10.90,不变
1772471293.837,-18.50,-11.00,不变
1772471293.962,-18.40,-11.80,不变
1772471294.085,-18.50,-12.30,不变
1772471294.208,-18.60,-12.50,不变
1772471294.331,-18.70,-12.90,不变
1772471294.457,-18.90,-14.30,不变
1772471294.457,-18.90,-15.20,不变
1772471294.580,-19.00,-15.40,不变
1772471294.704,-19.00,-15.30,不变
1772471294.829,-19.00,-15.20,不变
1772471294.953,-19.00,-15.30,不变
1772471295.076,-19.10,-15.60,不变
1772471295.076,-19.20,-15.60,不变
1772471295.199,-19.50,-15.90,不变
1772471295.322,-19.70,-16.00,不变
1772471295.445,-19.30,-16.60,不变
1772471295.568,-19.40,-17.60,不变
1772471295.692,-19.20,-17.30,不变
1772471295.816,-19.00,-17.70,不变
1772471295.816,-19.20,-17.50,不变
1772471295.939,-19.50,-16.90,不变
1772471296.062,-19.50,-17.00,不变
1772471296.186,-19.40,-17.00,不变
1772471296.186,-19.50,-17.30,不变
1772471296.307,-19.50,-17.60,不变
1772471296.430,-19.20,-17.90,不变
1772471296.553,-18.90,-18.40,不变
1772471296.677,-19.50,-18.90,不变
1772471296.677,-18.60,-18.70,不变
1772471296.801,-17.70,-18.80,不变
1772471296.925,-17.40,-18.80,不变
1772471297.049,-17.20,-18.80,不变
1772471297.173,-16.90,-19.20,不变
1772471297.296,-16.70,-19.30,不变
1772471297.296,-16.70,-19.40,不变
1772471297.420,-16.80,-19.30,不变
1772471297.543,-17.10,-19.50,不变
1772471297.665,-17.30,-19.30,不变
1772471297.788,-17.40,-19.00,不变
1772471297.912,-17.40,-19.30,不变
1772471297.912,-17.80,-19.70,不变
1772471298.036,-17.80,-19.70,不变
1772471298.161,-17.90,-19.80,不变
1772471298.287,-17.90,-19.60,不变
1772471298.411,-17.90,-19.40,不变
1772471298.411,-17.80,-19.40,不变
1772471298.536,-17.80,-19.40,不变
1772471298.659,-17.70,-19.10,不变
1772471298.782,-17.20,-17.80,不变
1772471298.907,-16.80,-12.20,不变
1772471298.907,-15.70,-2.10,不变
1772471299.032,-14.30,4.80,不变
1772471299.155,-12.90,9.40,不变
1772471299.279,-12.10,12.50,不变
1772471299.404,-12.20,14.00,不变
1772471299.404,-12.50,14.90,不变
1772471299.528,-12.40,15.40,不变
1772471299.651,-12.80,15.40,不变
1772471299.774,-14.10,15.60,不变
1772471299.897,-14.20,15.90,不变
1772471300.020,-13.90,14.70,不变
1772471300.020,-13.90,13.40,不变
1772471300.143,-14.60,14.40,不变
1772471300.265,-14.90,14.60,不变
1772471300.390,-15.10,13.30,不变
1772471300.515,-14.50,11.00,不变
1772471300.515,-13.00,4.50,不变
1772471300.639,-13.00,-3.80,不变
1772471300.763,-12.90,-8.50,不变
1772471300.889,-13.40,-11.10,不变
1772471301.013,-13.90,-12.80,不变
1772471301.136,-14.30,-12.90,不变
1772471301.136,-14.70,-13.20,不变
1772471301.261,-14.90,-13.60,不变
1772471301.387,-15.00,-14.00,不变
1772471301.510,-15.10,-14.50,不变
1772471301.633,-15.20,-15.00,不变
1772471301.759,-15.30,-15.10,不变
1772471301.759,-15.60,-14.80,不变
