时间戳,x,y,状态
1772471747.952,-68.90,-84.50,左倾
1772471747.952,-64.30,-83.10,左倾
1772471748.076,-61.90,-83.00,左倾
1772471748.200,-58.90,-82.70,左倾
1772471748.325,-59.50,-83.00,左倾
1772471748.447,-64.70,-84.20,左倾
1772471748.447,-64.70,-84.10,左倾
1772471748.570,-59.50,-82.30,左倾
1772471748.694,-63.00,-83.00,左倾
1772471748.817,-63.10,-82.90,左倾
1772471748.942,-61.70,-82.50,左倾
1772471749.067,-61.30,-82.50,左倾
1772471749.067,-60.30,-82.40,左倾
1772471749.191,-60.90,-82.80,左倾
1772471749.317,-61.00,-83.10,左倾
1772471749.441,-64.90,-85.60,左倾
1772471749.566,-79.40,-89.40,左倾
1772471749.566,-99.50,-93.10,左倾
1772471749.688,-113.10,-95.00,左倾
1772471749.810,-124.20,-96.20,左倾
1772471749.933,-127.00,-96.20,左倾
1772471750.061,-128.50,-96.10,左倾
1772471750.186,-131.20,-96.40,左倾
1772471750.186,-134.10,-96.90,左倾
1772471750.311,-132.30,-96.40,左倾
1772471750.433,-131.40,-96.20,左倾
1772471750.555,-129.20,-95.90,左倾
1772471750.678,-131.20,-96.40,左倾
1772471750.803,-134.70,-97.30,左倾
1772471750.926,-129.80,-96.70,左倾
1772471750.926,-126.20,-96.10,左倾
1772471751.049,-129.30,-96.50,左倾
1772471751.175,-136.90,-97.80,左倾
1772471751.175,-139.70,-98.40,左倾
1772471751.299,-137.40,-97.80,左倾
1772471751.425,-133.70,-97.00,左倾
1772471751.547,-133.20,-97.00,左倾
1772471751.671,-134.10,-97.40,左倾
1772471751.671,-133.20,-97.30,左倾
1772471751.919,-133.10,-97.30,左倾
1772471751.919,-133.10,-97.50,左倾
1772471752.041,-132.00,-97.20,左倾
1772471752.167,-129.30,-96.40,左倾
1772471752.293,-132.00,-97.00,左倾
1772471752.293,-136.90,-98.30,左倾
1772471752.416,-133.20,-97.40,左倾
1772471752.540,-130.60,-96.90,左倾
1772471752.668,-129.60,-97.30,左倾
1772471752.794,-127.50,-96.70,左倾
1772471752.794,-131.60,-97.30,左倾
1772471752.919,-137.00,-98.90,左倾
1772471753.040,-134.10,-98.10,左倾
1772471753.165,-133.70,-97.90,左倾
1772471753.288,-137.60,-98.70,左倾
1772471753.412,-133.70,-98.40,左倾
1772471753.412,-125.00,-96.40,左倾
1772471753.536,-128.40,-96.90,左倾
1772471753.658,-133.10,-98.30,左倾
1772471753.783,-128.60,-97.40,左倾
1772471753.909,-125.50,-96.60,左倾
1772471753.909,-127.70,-96.90,左倾
1772471754.033,-132.80,-97.80,左倾
1772471754.156,-134.30,-98.20,左倾
1772471754.281,-129.60,-96.90,左倾
1772471754.404,-130.50,-97.30,左倾
1772471754.528,-136.00,-98.70,左倾
1772471754.528,-135.50,-99.10,左倾
1772471754.650,-133.00,-97.90,左倾
1772471754.773,-140.00,-99.30,左倾
1772471754.896,-144.80,-101.00,左倾
1772471755.020,-143.10,-100.50,左倾
1772471755.143,-142.80,-100.20,左倾
1772471755.143,-143.50,-100.30,左倾
1772471755.268,-144.70,-100.60,左倾
1772471755.393,-145.30,-100.60,左倾
1772471755.517,-144.20,-100.20,左倾
1772471755.641,-144.10,-100.30,左倾
1772471755.641,-145.80,-100.60,左倾
1772471755.767,-146.20,-100.60,左倾
1772471755.891,-142.50,-99.70,左倾
1772471756.016,-139.20,-99.20,左倾
1772471756.140,-138.30,-99.00,左倾
1772471756.140,-141.20,-99.50,左倾
1772471756.267,-141.70,-99.40,左倾
1772471756.392,-141.90,-99.10,左倾
1772471756.516,-139.00,-98.40,左倾
1772471756.640,-139.80,-98.70,左倾
1772471756.767,-139.50,-98.10,左倾
1772471756.767,-137.50,-97.10,左倾
1772471756.888,-135.60,-97.10,左倾
1772471757.014,-136.80,-97.30,左倾
1772471757.139,-136.70,-97.00,左倾
1772471757.263,-133.70,-96.70,左倾
1772471757.263,-132.40,-96.70,左倾
1772471757.389,-132.10,-97.20,左倾
1772471757.513,-132.00,-97.50,左倾
1772471757.638,-132.00,-97.50,左倾
1772471757.763,-129.60,-97.00,左倾
1772471757.889,-128.50,-96.60,左倾
1772471757.889,-133.00,-97.50,左倾
1772471758.013,-136.80,-98.00,左倾
1772471758.137,-141.30,-98.70,左倾
1772471758.260,-144.10,-99.00,左倾
1772471758.386,-142.20,-98.70,左倾
1772471758.386,-140.50,-97.90,左倾
1772471758.509,-143.50,-98.70,左倾
1772471758.634,-146.10,-99.30,左倾
1772471758.761,-142.90,-99.00,左倾
1772471758.886,-142.10,-98.70,左倾
1772471758.886,-143.60,-99.10,左倾
1772471759.009,-141.90,-98.90,左倾
1772471759.134,-142.00,-98.90,左倾
1772471759.256,-144.10,-99.10,左倾
1772471759.382,-145.70,-99.10,左倾
1772471759.507,-145.90,-99.60,左倾
1772471759.507,-145.20,-99.80,左倾
1772471759.632,-143.10,-99.40,左倾
1772471759.755,-142.40,-99.00,左倾
1772471759.879,-144.10,-99.30,左倾
1772471760.004,-144.80,-99.70,左倾
1772471760.128,-143.20,-99.20,左倾
1772471760.128,-141.50,-98.40,左倾
1772471760.254,-142.00,-98.10,左倾
1772471760.379,-143.60,-98.10,左倾
1772471760.506,-145.40,-98.50,左倾
1772471760.506,-147.10,-98.80,左倾
1772471760.632,-146.10,-98.20,左倾
1772471760.755,-144.70,-98.00,左倾
1772471760.880,-145.60,-98.40,左倾
1772471761.004,-145.60,-98.70,左倾
1772471761.129,-143.10,-98.50,左倾
1772471761.129,-141.90,-98.20,左倾
1772471761.253,-141.10,-98.10,左倾
1772471761.375,-139.40,-98.20,左倾
1772471761.499,-136.70,-97.60,左倾
1772471761.623,-137.50,-97.30,左倾
1772471761.623,-143.80,-98.00,左倾
1772471761.749,-146.40,-98.90,左倾
1772471761.873,-142.60,-98.20,左倾
1772471761.998,-138.50,-97.40,左倾
1772471762.122,-138.90,-97.70,左倾
1772471762.246,-141.90,-98.60,左倾
1772471762.246,-140.20,-98.50,左倾
1772471762.370,-140.50,-98.20,左倾
1772471762.494,-146.10,-98.80,左倾
1772471762.617,-148.90,-99.20,左倾
1772471762.742,-146.30,-99.00,左倾
1772471762.742,-143.20,-98.90,左倾
1772471762.866,-141.40,-98.90,左倾
1772471762.991,-141.00,-98.50,左倾
1772471763.115,-144.10,-98.90,左倾
1772471763.239,-146.90,-99.50,左倾
1772471763.239,-146.20,-99.40,左倾
1772471763.363,-143.40,-98.80,左倾
1772471763.485,-143.60,-98.70,左倾
1772471763.608,-143.70,-98.60,左倾
1772471763.730,-143.90,-98.90,左倾
1772471763.858,-142.90,-98.80,左倾
1772471763.858,-142.80,-98.70,左倾
1772471763.983,-143.50,-98.80,左倾
1772471764.108,-143.00,-98.70,左倾
1772471764.233,-144.10,-99.00,左倾
1772471764.356,-145.50,-99.10,左倾
1772471764.480,-145.90,-99.10,左倾
1772471764.480,-145.40,-99.00,左倾
1772471764.604,-146.90,-99.40,左倾
1772471764.730,-147.50,-99.50,左倾
1772471764.853,-146.40,-99.30,左倾
1772471764.979,-145.70,-99.30,左倾
1772471764.979,-147.50,-99.90,左倾
1772471765.103,-147.50,-99.60,左倾
1772471765.230,-147.20,-99.50,左倾
1772471765.352,-146.60,-99.50,左倾
1772471765.474,-146.50,-99.30,左倾
1772471765.597,-148.30,-99.70,左倾
1772471765.597,-150.30,-100.20,左倾
1772471765.722,-148.70,-99.80,左倾
1772471765.846,-149.30,-99.40,左倾
1772471765.972,-151.00,-99.80,左倾
1772471765.972,-150.20,-99.90,左倾
1772471766.098,-146.50,-99.60,左倾
1772471766.222,-142.70,-99.20,左倾
1772471766.345,-135.70,-98.10,左倾
1772471766.467,-134.00,-97.70,左倾
1772471766.590,-145.50,-99.60,左倾
1772471766.590,-149.00,-100.30,左倾
1772471766.713,-142.10,-99.30,左倾
1772471766.838,-142.10,-99.20,左倾
1772471766.963,-146.10,-99.80,左倾
1772471767.089,-144.80,-99.60,左倾
1772471767.089,-144.70,-99.90,左倾
1772471767.212,-144.40,-99.70,左倾
1772471767.337,-142.80,-99.50,左倾
1772471767.462,-140.90,-99.50,左倾
1772471767.585,-143.20,-99.70,左倾
1772471767.709,-148.00,-100.30,左倾
1772471767.709,-149.80,-100.80,左倾
1772471767.958,-145.80,-100.20,左倾
1772471767.958,-143.40,-99.70,左倾
1772471768.083,-143.90,-99.80,左倾
1772471768.205,-144.80,-100.10,左倾
1772471768.330,-145.70,-100.10,左倾
1772471768.330,-147.10,-100.40,左倾
1772471768.452,-146.20,-100.50,左倾
1772471768.573,-143.40,-99.80,左倾
1772471768.698,-143.70,-99.60,左倾
1772471768.821,-145.90,-100.10,左倾
1772471768.821,-147.80,-100.60,左倾
1772471768.945,-145.60,-100.20,左倾
1772471769.070,-144.80,-99.80,左倾
1772471769.194,-147.00,-100.20,左倾
1772471769.320,-146.40,-100.30,左倾
1772471769.443,-144.60,-99.90,左倾
1772471769.443,-145.00,-99.80,左倾
1772471769.568,-147.80,-100.30,左倾
1772471769.692,-147.70,-100.40,左倾
1772471769.817,-144.20,-99.70,左倾
1772471769.940,-143.50,-99.40,左倾
1772471769.940,-146.80,-99.90,左倾
1772471770.064,-147.80,-100.20,左倾
1772471770.187,-145.80,-99.90,左倾
1772471770.313,-144.40,-99.70,左倾
1772471770.436,-145.80,-99.80,左倾
1772471770.436,-146.90,-100.30,左倾
1772471770.560,-146.10,-100.10,左倾
1772471770.684,-146.00,-100.10,左倾
1772471770.807,-147.70,-100.30,左倾
1772471770.930,-150.10,-100.60,左倾
1772471771.054,-148.00,-100.60,左倾
1772471771.054,-144.90,-100.70,左倾
1772471771.179,-147.80,-103.30,左倾
1772471771.302,-155.80,-106.00,左倾
1772471771.426,-158.50,-107.30,左倾
1772471771.550,-155.40,-106.60,左倾
1772471771.550,-153.00,-105.30,左倾
1772471771.672,-156.80,-105.60,左倾
1772471771.796,-158.80,-106.10,左倾
1772471771.918,-159.00,-105.60,左倾
1772471772.041,-157.60,-104.40,左倾
1772471772.165,-153.80,-102.30,左倾
1772471772.288,-149.60,-99.90,左倾
1772471772.288,-146.10,-98.90,左倾
1772471772.410,-143.90,-98.70,左倾
1772471772.536,-142.20,-98.70,左倾
1772471772.661,-141.40,-98.80,左倾
1772471772.783,-141.40,-98.70,左倾
1772471772.783,-143.20,-99.00,左倾
1772471772.910,-144.40,-99.40,左倾
1772471773.033,-143.60,-99.20,左倾
1772471773.157,-143.10,-99.00,左倾
1772471773.281,-144.30,-99.00,左倾
1772471773.281,-144.50,-99.10,左倾
1772471773.405,-142.00,-99.10,左倾
1772471773.531,-142.70,-99.80,左倾
1772471773.653,-146.20,-102.00,左倾
1772471773.775,-148.60,-103.00,左倾
1772471773.899,-150.60,-103.10,左倾
1772471774.023,-151.60,-103.60,左倾
1772471774.023,-154.80,-104.60,左倾
1772471774.146,-156.70,-105.10,左倾
1772471774.267,-156.10,-104.80,左倾
1772471774.391,-154.90,-104.20,左倾
1772471774.391,-154.60,-104.20,左倾
1772471774.513,-153.50,-104.20,左倾
1772471774.638,-151.50,-103.40,左倾
1772471774.762,-151.80,-103.20,左倾
1772471774.886,-154.60,-104.00,左倾
1772471775.010,-154.70,-104.00,左倾
1772471775.136,-153.30,-103.50,左倾
1772471775.136,-153.80,-103.40,左倾
1772471775.261,-154.90,-103.70,左倾
1772471775.387,-154.10,-103.00,左倾
1772471775.512,-152.40,-102.40,左倾
1772471775.512,-152.40,-102.60,左倾
1772471775.636,-152.30,-103.10,左倾
1772471775.760,-149.20,-102.30,左倾
1772471775.885,-145.30,-101.50,左倾
1772471776.011,-142.90,-101.40,左倾
1772471776.011,-143.80,-101.70,左倾
1772471776.134,-146.10,-102.10,左倾
1772471776.256,-148.30,-102.70,左倾
1772471776.380,-147.90,-102.60,左倾
1772471776.505,-146.40,-101.50,左倾
1772471776.629,-142.40,-101.00,左倾
1772471776.629,-139.60,-100.60,左倾
1772471776.752,-142.70,-100.80,左倾
1772471776.876,-150.40,-102.00,左倾
1772471777.000,-155.80,-102.90,左倾
1772471777.126,-156.50,-103.00,左倾
1772471777.251,-155.20,-102.90,左倾
1772471777.251,-154.50,-103.00,左倾
1772471777.374,-153.00,-103.20,左倾
1772471777.499,-152.40,-103.40,左倾
1772471777.623,-152.90,-103.50,左倾
1772471777.748,-153.70,-103.60,左倾
1772471777.748,-153.80,-103.90,左倾
1772471777.871,-152.70,-104.10,左倾
1772471777.997,-150.50,-103.70,左倾
1772471778.122,-150.80,-103.40,左倾
1772471778.246,-152.80,-103.80,左倾
1772471778.246,-152.80,-103.80,左倾
1772471778.372,-151.40,-103.30,左倾
1772471778.499,-150.00,-103.00,左倾
1772471778.623,-149.50,-102.80,左倾
1772471778.748,-150.30,-102.90,左倾
1772471778.748,-149.60,-103.00,左倾
1772471778.871,-150.10,-102.90,左倾
1772471778.993,-151.30,-103.40,左倾
1772471779.118,-148.70,-103.20,左倾
1772471779.244,-145.70,-102.90,左倾
1772471779.367,-144.60,-103.00,左倾
1772471779.367,-141.60,-102.30,左倾
1772471779.490,-141.20,-102.00,左倾
1772471779.615,-142.00,-102.00,左倾
1772471779.737,-141.00,-101.60,左倾
1772471779.863,-139.60,-101.10,左倾
1772471779.990,-139.40,-101.00,左倾
1772471779.990,-141.30,-101.40,左倾
1772471780.116,-143.20,-101.70,左倾
1772471780.240,-144.20,-101.10,左倾
1772471780.364,-147.10,-101.20,左倾
1772471780.490,-149.90,-101.60,左倾
1772471780.490,-152.50,-101.80,左倾
1772471780.615,-153.20,-101.40,左倾
1772471780.739,-151.90,-101.50,左倾
1772471780.863,-151.00,-101.50,左倾
1772471780.985,-151.40,-101.50,左倾
1772471781.111,-152.60,-101.50,左倾
1772471781.111,-154.30,-101.70,左倾
1772471781.238,-155.70,-102.00,左倾
1772471781.362,-155.30,-101.90,左倾
1772471781.485,-154.50,-99.40,左倾
1772471781.610,-146.20,-97.20,左倾
1772471781.610,-134.80,-95.60,左倾
1772471781.734,-130.80,-93.70,左倾
1772471781.859,-122.90,-92.60,左倾
1772471781.982,-114.40,-92.20,左倾
1772471782.109,-110.80,-92.60,左倾
1772471782.109,-116.40,-94.40,左倾
1772471782.233,-128.90,-98.30,左倾
1772471782.357,-140.30,-100.80,左倾
1772471782.484,-150.90,-102.70,左倾
1772471782.608,-154.20,-102.60,左倾
1772471782.732,-156.50,-102.90,左倾
1772471782.732,-157.50,-103.60,左倾
1772471782.855,-153.50,-103.20,左倾
1772471782.978,-145.60,-101.30,左倾
1772471783.103,-143.30,-100.70,左倾
1772471783.228,-146.30,-101.60,左倾
1772471783.353,-148.10,-102.40,左倾
1772471783.353,-146.30,-101.90,左倾
1772471783.476,-145.40,-101.80,左倾
1772471783.601,-145.40,-101.60,左倾
1772471783.726,-147.90,-101.80,左倾
1772471783.726,-149.50,-101.90,左倾
1772471783.854,-147.80,-101.20,左倾
1772471783.977,-147.30,-100.50,左倾
1772471784.103,-149.00,-101.10,左倾
1772471784.226,-148.00,-101.80,左倾
1772471784.226,-144.50,-101.00,左倾
1772471784.348,-139.80,-99.60,左倾
1772471784.474,-139.30,-99.90,左倾
1772471784.597,-145.50,-103.00,左倾
1772471784.723,-144.20,-103.00,左倾
1772471784.849,-137.40,-100.70,左倾
1772471784.849,-142.20,-101.50,左倾
1772471784.975,-149.10,-103.40,左倾
1772471785.097,-149.90,-103.60,左倾
1772471785.219,-148.20,-102.80,左倾
1772471785.342,-148.00,-102.50,左倾
1772471785.465,-148.60,-102.60,左倾
1772471785.465,-148.00,-103.10,左倾
1772471785.587,-145.70,-102.50,左倾
1772471785.712,-144.50,-102.00,左倾
1772471785.836,-144.80,-102.20,左倾
1772471785.961,-145.70,-102.70,左倾
1772471785.961,-146.70,-102.60,左倾
1772471786.084,-148.50,-102.90,左倾
1772471786.210,-149.90,-103.30,左倾
1772471786.336,-150.60,-103.80,左倾
1772471786.460,-151.00,-103.90,左倾
1772471786.584,-151.60,-103.80,左倾
1772471786.584,-151.70,-103.90,左倾
1772471786.709,-152.00,-103.70,左倾
1772471786.836,-152.30,-103.60,左倾
1772471786.959,-152.50,-103.70,左倾
1772471787.080,-151.60,-104.00,左倾
1772471787.080,-150.00,-103.90,左倾
1772471787.203,-149.30,-103.60,左倾
1772471787.328,-148.50,-102.80,左倾
1772471787.451,-148.20,-102.40,左倾
1772471787.575,-147.00,-102.20,左倾
1772471787.575,-145.40,-101.50,左倾
1772471787.698,-144.60,-101.30,左倾
1772471787.819,-144.80,-101.60,左倾
1772471787.944,-143.70,-101.60,左倾
1772471788.069,-143.80,-101.40,左倾
1772471788.191,-146.50,-101.90,左倾
1772471788.191,-147.70,-102.20,左倾
1772471788.315,-146.90,-102.00,左倾
1772471788.441,-145.30,-101.50,左倾
1772471788.564,-144.60,-101.40,左倾
1772471788.688,-145.10,-101.70,左倾
1772471788.813,-146.10,-101.70,左倾
1772471788.813,-146.60,-101.50,左倾
1772471788.939,-147.30,-101.70,左倾
1772471789.065,-147.60,-101.50,左倾
1772471789.190,-149.30,-101.50,左倾
1772471789.190,-149.40,-101.70,左倾
1772471789.313,-146.40,-101.40,左倾
1772471789.437,-143.90,-101.00,左倾
1772471789.562,-143.20,-101.00,左倾
1772471789.687,-143.20,-101.40,左倾
1772471789.811,-145.40,-102.10,左倾
1772471789.811,-144.70,-102.40,左倾
1772471789.936,-141.50,-102.60,左倾
1772471790.063,-139.10,-102.20,左倾
1772471790.186,-143.80,-102.70,左倾
1772471790.312,-146.50,-103.00,左倾
1772471790.312,-144.80,-103.20,左倾
1772471790.435,-141.60,-102.80,左倾
1772471790.558,-137.70,-101.70,左倾
1772471790.682,-137.00,-101.10,左倾
1772471790.805,-141.50,-101.50,左倾
1772471790.929,-144.80,-102.10,左倾
1772471791.053,-144.40,-102.30,左倾
1772471791.053,-142.00,-102.20,左倾
1772471791.176,-139.20,-101.30,左倾
1772471791.301,-142.40,-101.70,左倾
1772471791.428,-147.00,-102.60,左倾
1772471791.428,-148.70,-103.10,左倾
1772471791.551,-148.10,-102.70,左倾
1772471791.675,-146.40,-102.00,左倾
1772471791.800,-146.30,-101.90,左倾
1772471791.924,-147.40,-102.60,左倾
1772471792.048,-145.30,-102.40,左倾
1772471792.048,-144.30,-101.90,左倾
1772471792.170,-147.80,-102.40,左倾
1772471792.294,-150.70,-102.70,左倾
1772471792.420,-154.60,-103.40,左倾
1772471792.542,-154.40,-103.30,左倾
1772471792.666,-150.10,-102.60,左倾
1772471792.666,-149.30,-102.40,左倾
1772471792.791,-151.20,-103.20,左倾
1772471792.916,-150.70,-103.20,左倾
1772471793.042,-147.80,-101.80,左倾
1772471793.167,-147.80,-101.90,左倾
1772471793.167,-147.30,-102.10,左倾
1772471793.289,-146.00,-101.80,左倾
1772471793.412,-145.00,-101.40,左倾
1772471793.538,-145.30,-101.20,左倾
1772471793.662,-144.80,-99.50,左倾
1772471793.662,-141.90,-97.60,左倾
1772471793.788,-135.90,-96.60,左倾
1772471793.912,-131.10,-96.40,左倾
1772471794.034,-128.90,-97.50,左倾
1772471794.158,-131.90,-99.00,左倾
1772471794.281,-140.10,-101.90,左倾
1772471794.405,-147.60,-103.60,左倾
1772471794.405,-151.40,-104.00,左倾
1772471794.528,-151.90,-104.10,左倾
1772471794.653,-153.00,-104.40,左倾
1772471794.775,-152.60,-104.30,左倾
1772471794.900,-150.60,-104.40,左倾
1772471794.900,-150.30,-104.40,左倾
1772471795.023,-152.10,-104.20,左倾
1772471795.147,-152.50,-104.00,左倾
1772471795.272,-151.40,-104.00,左倾
1772471795.272,-150.90,-103.90,左倾
1772471795.523,-149.10,-103.20,左倾
1772471795.523,-149.30,-103.70,左倾
1772471795.649,-150.40,-103.70,左倾
1772471795.773,-150.70,-103.50,左倾
1772471795.896,-151.40,-104.00,左倾
1772471795.896,-150.70,-103.70,左倾
1772471796.019,-150.80,-103.70,左倾
1772471796.142,-151.50,-103.70,左倾
1772471796.267,-151.20,-103.70,左倾
1772471796.393,-150.80,-103.60,左倾
1772471796.393,-149.60,-103.40,左倾
1772471796.517,-149.00,-103.30,左倾
1772471796.641,-150.00,-103.50,左倾
1772471796.765,-150.10,-103.10,左倾
1772471796.888,-149.60,-103.10,左倾
1772471797.014,-150.40,-103.30,左倾
1772471797.014,-151.50,-103.20,左倾
1772471797.138,-151.20,-103.20,左倾
1772471797.261,-150.90,-103.60,左倾
1772471797.385,-150.90,-103.50,左倾
1772471797.509,-150.70,-103.20,左倾
1772471797.509,-150.70,-103.30,左倾
1772471797.633,-150.70,-103.30,左倾
1772471797.759,-150.70,-103.10,左倾
1772471797.882,-150.70,-102.90,左倾
1772471798.007,-152.40,-103.40,左倾
1772471798.007,-152.20,-103.60,左倾
1772471798.131,-150.50,-102.90,左倾
1772471798.256,-149.10,-102.60,左倾
1772471798.381,-149.70,-103.20,左倾
1772471798.507,-151.40,-103.40,左倾
1772471798.630,-152.10,-103.50,左倾
1772471798.630,-150.90,-103.40,左倾
1772471798.753,-150.60,-103.60,左倾
1772471798.878,-151.00,-103.60,左倾
1772471799.002,-151.40,-103.90,左倾
1772471799.125,-150.40,-102.90,左倾
1772471799.248,-147.70,-100.80,左倾
1772471799.369,-143.90,-99.60,左倾
1772471799.494,-140.70,-98.40,左倾
1772471799.494,-137.70,-97.50,左倾
1772471799.621,-134.50,-97.20,左倾
1772471799.744,-133.30,-97.30,左倾
1772471799.870,-134.40,-97.90,左倾
1772471799.870,-139.00,-99.40,左倾
1772471799.995,-145.20,-101.70,左倾
1772471800.118,-150.00,-104.30,左倾
1772471800.243,-154.90,-106.30,左倾
1772471800.368,-159.00,-107.40,左倾
1772471800.368,-160.30,-106.90,左倾
1772471800.493,-158.80,-106.30,左倾
1772471800.617,-158.40,-106.40,左倾
1772471800.742,-159.30,-106.50,左倾
1772471800.868,-159.30,-106.30,左倾
1772471800.868,-158.10,-105.80,左倾
1772471800.993,-157.70,-105.50,左倾
1772471801.117,-158.00,-105.60,左倾
1772471801.242,-157.00,-105.30,左倾
1772471801.363,-156.10,-104.90,左倾
1772471801.485,-156.40,-104.90,左倾
1772471801.611,-156.70,-104.90,左倾
1772471801.611,-156.30,-104.60,左倾
1772471801.737,-155.80,-104.40,左倾
1772471801.862,-155.90,-104.10,左倾
1772471801.987,-155.50,-103.90,左倾
1772471801.987,-154.70,-103.30,左倾
1772471802.113,-154.00,-102.80,左倾
1772471802.234,-153.20,-102.70,左倾
1772471802.360,-151.90,-102.30,左倾
1772471802.484,-148.70,-100.80,左倾
1772471802.605,-144.20,-98.60,左倾
1772471802.731,-138.70,-97.60,左倾
1772471802.731,-134.80,-97.00,左倾
1772471802.856,-133.20,-97.30,左倾
1772471802.980,-134.30,-98.20,左倾
1772471803.103,-138.60,-100.10,左倾
1772471803.103,-145.50,-102.60,左倾
1772471803.227,-151.50,-104.30,左倾
1772471803.350,-154.30,-105.00,左倾
1772471803.474,-154.50,-104.90,左倾
1772471803.598,-153.90,-104.90,左倾
1772471803.598,-153.90,-105.00,左倾
1772471803.721,-154.70,-105.00,左倾
1772471803.843,-155.10,-105.00,左倾
1772471803.966,-154.40,-104.70,左倾
1772471804.089,-153.90,-104.40,左倾
1772471804.212,-153.40,-104.30,左倾
1772471804.212,-152.40,-104.30,左倾
1772471804.337,-152.40,-104.40,左倾
1772471804.462,-152.50,-104.10,左倾
1772471804.589,-152.90,-104.00,左倾
1772471804.716,-152.50,-103.40,左倾
1772471804.716,-150.00,-102.50,左倾
1772471804.839,-146.60,-100.60,左倾
1772471804.962,-142.70,-97.90,左倾
1772471805.083,-132.40,-94.60,左倾
1772471805.206,-119.80,-92.90,左倾
1772471805.331,-116.50,-94.80,左倾
1772471805.331,-118.70,-95.30,左倾
1772471805.458,-121.30,-95.00,左倾
1772471805.583,-120.30,-94.30,左倾
1772471805.703,-116.90,-93.50,左倾
1772471805.829,-115.40,-93.40,左倾
1772471805.829,-113.90,-93.40,左倾
1772471805.954,-111.90,-93.00,左倾
1772471806.078,-112.50,-93.20,左倾
1772471806.201,-114.30,-93.50,左倾
1772471806.327,-114.90,-93.70,左倾
1772471806.449,-115.70,-94.30,左倾
1772471806.449,-118.10,-94.40,左倾
1772471806.573,-118.00,-94.00,左倾
1772471806.697,-115.40,-92.80,左倾
1772471806.823,-109.60,-91.70,左倾
1772471806.949,-102.20,-90.00,左倾
1772471807.074,-96.90,-89.00,左倾
1772471807.074,-91.70,-88.70,左倾
1772471807.199,-91.10,-89.00,左倾
1772471807.324,-92.30,-89.40,左倾
1772471807.449,-92.50,-89.40,左倾
1772471807.449,-91.90,-89.30,左倾
1772471807.700,-94.60,-90.20,左倾
1772471807.700,-100.90,-92.10,左倾
1772471807.824,-112.00,-95.10,左倾
1772471807.948,-124.40,-97.90,左倾
1772471807.948,-134.10,-99.30,左倾
1772471808.074,-138.10,-99.60,左倾
1772471808.200,-138.80,-99.50,左倾
1772471808.324,-137.80,-99.10,左倾
1772471808.449,-138.20,-99.10,左倾
1772471808.572,-138.70,-99.00,左倾
1772471808.572,-139.90,-99.30,左倾
1772471808.695,-139.60,-99.10,左倾
1772471808.822,-137.20,-98.60,左倾
1772471808.945,-135.90,-98.30,左倾
1772471809.071,-137.40,-99.10,左倾
1772471809.071,-140.90,-100.30,左倾
1772471809.198,-145.00,-101.90,左倾
1772471809.321,-147.70,-102.90,左倾
1772471809.448,-149.80,-103.20,左倾
1772471809.573,-148.30,-102.60,左倾
1772471809.697,-144.40,-101.60,左倾
1772471809.697,-142.00,-101.10,左倾
1772471809.820,-141.10,-101.00,左倾
1772471809.943,-141.90,-100.80,左倾
1772471810.068,-142.20,-100.80,左倾
1772471810.194,-142.80,-100.90,左倾
1772471810.194,-143.80,-101.00,左倾
1772471810.319,-143.90,-101.50,左倾
1772471810.443,-145.10,-102.30,左倾
1772471810.567,-146.90,-102.80,左倾
1772471810.692,-147.50,-102.90,左倾
1772471810.692,-146.00,-102.50,左倾
1772471810.817,-145.80,-102.30,左倾
1772471810.942,-146.70,-102.30,左倾
1772471811.065,-148.10,-102.80,左倾
1772471811.188,-148.40,-102.60,左倾
1772471811.313,-146.80,-102.10,左倾
1772471811.313,-144.30,-101.30,左倾
1772471811.440,-142.10,-100.50,左倾
1772471811.564,-142.90,-101.00,左倾
1772471811.692,-142.40,-101.00,左倾
1772471811.814,-140.80,-100.60,左倾
1772471811.814,-141.10,-100.60,左倾
1772471811.938,-142.60,-100.80,左倾
1772471812.065,-143.00,-100.80,左倾
1772471812.187,-143.20,-101.10,左倾
1772471812.312,-142.70,-101.10,左倾
1772471812.312,-141.70,-100.60,左倾
1772471812.436,-143.00,-100.90,左倾
1772471812.560,-144.50,-101.50,左倾
1772471812.684,-144.40,-101.40,左倾
1772471812.809,-142.70,-100.70,左倾
1772471812.933,-142.30,-100.60,左倾
1772471812.933,-143.30,-101.20,左倾
1772471813.058,-143.40,-101.30,左倾
1772471813.182,-142.00,-100.50,左倾
1772471813.305,-141.80,-100.30,左倾
1772471813.430,-142.50,-100.70,左倾
1772471813.430,-142.20,-100.30,左倾
1772471813.552,-140.50,-99.70,左倾
1772471813.676,-139.60,-99.70,左倾
1772471813.798,-139.30,-99.90,左倾
1772471813.921,-138.90,-100.00,左倾
1772471814.045,-139.40,-100.10,左倾
1772471814.169,-137.20,-99.80,左倾
1772471814.169,-135.10,-99.80,左倾
1772471814.293,-134.00,-99.70,左倾
1772471814.418,-137.50,-100.30,左倾
1772471814.543,-139.40,-100.90,左倾
1772471814.666,-138.10,-100.70,左倾
1772471814.666,-133.60,-99.60,左倾
1772471814.789,-132.80,-99.30,左倾
1772471814.913,-136.60,-99.90,左倾
1772471815.036,-135.90,-99.80,左倾
1772471815.158,-133.60,-99.80,左倾
1772471815.281,-132.00,-99.40,左倾
1772471815.281,-131.20,-98.80,左倾
